=================
Siretta Limited
=================
GRAPHYTE Network Survey Results
www.siretta.com
+44 1189 769 000
Survey Type, 4G
File Created,24/03/23 12:06:26
IMEI Number,'351626102376784
Hardware Version,'GRAPHYTE LTE V2 (EU)
Application Version,'6.10.19
Firmware Version,'M0F.670010
Filename,'L3241204.csv
Timestamp,'0
Survey:,Timestamp:,Network:,Index:,xRFCN:,dBm:,%:,RSSI:,MCC:,MNC:,CellID:,LAC/TAC:,Band Num:,Band:,BSIC:,SCR:,ECIO:,RSCP:,PCI:,RSRP:,RSRQ:,BW:,DL:,UL:,Net Name:,Signal:
13,24/03/23 12:21:57,4G,3,6400,-53,63,48,208,01,20166167,24674,20,800 MHz,-,-,-,-,322,-90,-20.0,10,816.0,857.0,Orange,||||||||||||||||
13,24/03/23 12:21:57,4G,4,9310,-55,60,46,208,01,20166164,24674,28,700 MHz,-,-,-,-,349,-92,-20.0,10,768.0,713.0,Orange,|||||||||||||||
13,24/03/23 12:21:57,4G,7,3000,-68,43,33,208,01,19772943,24674,7,2600 MHz,-,-,-,-,391,-100,-12.0,20,2645.0,2525.0,Orange,|||||||||||
13,24/03/23 12:21:57,4G,5,9385,-71,39,30,208,20,136422931,30125,28,700 MHz,-,-,-,-,438,-105,-20.0,5,775.500,720.500,Bouygues,||||||||||
13,24/03/23 12:21:57,4G,6,6300,-70,40,31,208,10,160024583,49922,20,800 MHz,-,-,-,-,436,-107,-20.0,10,806.0,847.0,SFR,||||||||||
13,24/03/23 12:21:57,4G,8,3175,-78,30,23,208,20,136422916,30125,7,2600 MHz,-,-,-,-,438,-117,-20.0,15,2662.500,2542.500,Bouygues,||||||||
13,24/03/23 12:21:57,4G,19,78,-92,11,9,208,10,160028434,49922,1,2100 MHz,-,-,-,-,137,-122,-11.0,15,2117.800,1927.800,SFR,|||
13,24/03/23 12:21:57,4G,12,9235,-106,0,0,208,10,160024601,49922,28,700 MHz,-,-,-,-,436,-140,-20.0,5,760.500,705.500,SFR,
13,24/03/23 12:21:57,4G,14,9235,-106,0,0,208,10,160028440,49922,28,700 MHz,-,-,-,-,137,-140,-20.0,5,760.500,705.500,SFR,
Survey:,Timestamp:,Network:,Index:,xRFCN:,dBm:,%:,RSSI:,MCC:,MNC:,CellID:,LAC/TAC:,Band Num:,Band:,BSIC:,SCR:,ECIO:,RSCP:,PCI:,RSRP:,RSRQ:,BW:,DL:,UL:,Net Name:,Signal:
14,24/03/23 12:23:13,4G,2,524,-34,88,67,208,01,20025090,24672,1,2100 MHz,-,-,-,-,345,-73,-20.0,15,2162.400,1972.400,Orange,||||||||||||||||||||||
14,24/03/23 12:23:13,4G,1,1300,-37,84,64,208,01,20025089,24672,3,1800 MHz,-,-,-,-,102,-77,-20.0,20,1815.0,1720.0,Orange,|||||||||||||||||||||
14,24/03/23 12:23:13,4G,3,6400,-54,61,47,208,01,20166167,24674,20,800 MHz,-,-,-,-,322,-91,-20.0,10,816.0,857.0,Orange,||||||||||||||||
14,24/03/23 12:23:13,4G,4,9310,-54,61,47,208,01,20166164,24674,28,700 MHz,-,-,-,-,349,-91,-20.0,10,768.0,713.0,Orange,||||||||||||||||
14,24/03/23 12:23:13,4G,7,3000,-68,43,33,208,01,19772943,24674,7,2600 MHz,-,-,-,-,391,-99,-10.0,20,2645.0,2525.0,Orange,|||||||||||
14,24/03/23 12:23:13,4G,13,6200,-72,38,29,208,20,136422919,30125,20,800 MHz,-,-,-,-,438,-109,-20.0,10,796.0,837.0,Bouygues,||||||||||
14,24/03/23 12:23:13,4G,6,6300,-73,36,28,208,10,160024583,49922,20,800 MHz,-,-,-,-,436,-108,-18.0,10,806.0,847.0,SFR,|||||||||
14,24/03/23 12:23:13,4G,8,3175,-78,30,23,208,20,136422916,30125,7,2600 MHz,-,-,-,-,438,-117,-20.0,15,2662.500,2542.500,Bouygues,||||||||
14,24/03/23 12:23:13,4G,21,227,-81,26,20,208,20,136425750,30125,1,2100 MHz,-,-,-,-,438,-120,-20.0,15,2132.700,1942.700,Bouygues,|||||||
14,24/03/23 12:23:13,4G,9,9460,-79,28,22,208,15,103133767,3105,28,700 MHz,-,-,-,-,145,-116,-20.0,10,783.0,728.0,Free,|||||||
14,24/03/23 12:23:13,4G,19,78,-87,18,14,208,10,160028434,49922,1,2100 MHz,-,-,-,-,137,-124,-18.0,15,2117.800,1927.800,SFR,|||||
14,24/03/23 12:23:13,4G,12,9235,-106,0,0,208,10,160024601,49922,28,700 MHz,-,-,-,-,436,-140,-20.0,5,760.500,705.500,SFR,
Survey:,Timestamp:,Network:,Index:,xRFCN:,dBm:,%:,RSSI:,MCC:,MNC:,CellID:,LAC/TAC:,Band Num:,Band:,BSIC:,SCR:,ECIO:,RSCP:,PCI:,RSRP:,RSRQ:,BW:,DL:,UL:,Net Name:,Signal:
15,24/03/23 12:24:30,4G,1,1300,-49,68,52,208,01,20025089,24672,3,1800 MHz,-,-,-,-,102,-76,-7.0,20,1815.0,1720.0,Orange,|||||||||||||||||
15,24/03/23 12:24:30,4G,3,6400,-53,63,48,208,01,20166167,24674,20,800 MHz,-,-,-,-,322,-90,-20.0,10,816.0,857.0,Orange,||||||||||||||||
15,24/03/23 12:24:30,4G,4,9310,-56,59,45,208,01,20166164,24674,28,700 MHz,-,-,-,-,349,-93,-20.0,10,768.0,713.0,Orange,|||||||||||||||
15,24/03/23 12:24:30,4G,7,3000,-63,50,38,208,01,19772943,24674,7,2600 MHz,-,-,-,-,391,-103,-20.0,20,2645.0,2525.0,Orange,|||||||||||||
15,24/03/23 12:24:30,4G,13,6200,-67,44,34,208,20,136422919,30125,20,800 MHz,-,-,-,-,438,-104,-20.0,10,796.0,837.0,Bouygues,|||||||||||
15,24/03/23 12:24:30,4G,5,9385,-77,31,24,208,20,136422931,30125,28,700 MHz,-,-,-,-,438,-111,-20.0,5,775.500,720.500,Bouygues,||||||||
15,24/03/23 12:24:30,4G,6,6300,-79,28,22,208,10,160024583,49922,20,800 MHz,-,-,-,-,436,-107,-11.0,10,806.0,847.0,SFR,|||||||
15,24/03/23 12:24:30,4G,15,3175,-80,27,21,208,20,136410628,30127,7,2600 MHz,-,-,-,-,130,-119,-20.0,15,2662.500,2542.500,Bouygues,|||||||
15,24/03/23 12:24:30,4G,11,1850,-83,23,18,208,20,136425729,30125,3,1800 MHz,-,-,-,-,438,-123,-20.0,20,1870.0,1775.0,Bouygues,||||||
15,24/03/23 12:24:30,4G,9,9460,-90,14,11,208,15,103133767,3105,28,700 MHz,-,-,-,-,145,-118,-11.0,10,783.0,728.0,Free,||||
15,24/03/23 12:24:30,4G,19,78,-87,18,14,208,10,160028434,49922,1,2100 MHz,-,-,-,-,137,-124,-18.0,15,2117.800,1927.800,SFR,|||||
Survey:,Timestamp:,Network:,Index:,xRFCN:,dBm:,%:,RSSI:,MCC:,MNC:,CellID:,LAC/TAC:,Band Num:,Band:,BSIC:,SCR:,ECIO:,RSCP:,PCI:,RSRP:,RSRQ:,BW:,DL:,UL:,Net Name:,Signal:
16,24/03/23 12:25:47,4G,1,1300,-49,68,52,208,01,20025089,24672,3,1800 MHz,-,-,-,-,102,-75,-7.0,20,1815.0,1720.0,Orange,|||||||||||||||||
16,24/03/23 12:25:47,4G,3,6400,-53,63,48,208,01,20166167,24674,20,800 MHz,-,-,-,-,322,-90,-20.0,10,816.0,857.0,Orange,||||||||||||||||
16,24/03/23 12:25:47,4G,4,9310,-54,61,47,208,01,20166164,24674,28,700 MHz,-,-,-,-,349,-91,-20.0,10,768.0,713.0,Orange,||||||||||||||||
16,24/03/23 12:25:47,4G,7,3000,-59,55,42,208,01,19772943,24674,7,2600 MHz,-,-,-,-,391,-99,-20.0,20,2645.0,2525.0,Orange,||||||||||||||
16,24/03/23 12:25:47,4G,13,6200,-65,47,36,208,20,136422919,30125,20,800 MHz,-,-,-,-,438,-102,-20.0,10,796.0,837.0,Bouygues,||||||||||||
16,24/03/23 12:25:47,4G,5,9385,-70,40,31,208,20,136422931,30125,28,700 MHz,-,-,-,-,438,-104,-20.0,5,775.500,720.500,Bouygues,||||||||||
16,24/03/23 12:25:47,4G,6,6300,-78,30,23,208,10,160024583,49922,20,800 MHz,-,-,-,-,436,-105,-10.0,10,806.0,847.0,SFR,||||||||
16,24/03/23 12:25:47,4G,15,3175,-80,27,21,208,20,136410628,30127,7,2600 MHz,-,-,-,-,130,-119,-20.0,15,2662.500,2542.500,Bouygues,|||||||
16,24/03/23 12:25:47,4G,9,9460,-80,27,21,208,15,103133767,3105,28,700 MHz,-,-,-,-,145,-117,-20.0,10,783.0,728.0,Free,|||||||
16,24/03/23 12:25:47,4G,19,78,-88,17,13,208,10,160028434,49922,1,2100 MHz,-,-,-,-,137,-125,-18.0,15,2117.800,1927.800,SFR,|||||
16,24/03/23 12:25:47,4G,12,9235,-106,0,0,208,10,160024601,49922,28,700 MHz,-,-,-,-,436,-140,-20.0,5,760.500,705.500,SFR,
Survey:,Timestamp:,Network:,Index:,xRFCN:,dBm:,%:,RSSI:,MCC:,MNC:,CellID:,LAC/TAC:,Band Num:,Band:,BSIC:,SCR:,ECIO:,RSCP:,PCI:,RSRP:,RSRQ:,BW:,DL:,UL:,Net Name:,Signal:
17,24/03/23 12:27:05,4G,1,1300,-38,82,63,208,01,20025089,24672,3,1800 MHz,-,-,-,-,102,-78,-20.0,20,1815.0,1720.0,Orange,|||||||||||||||||||||
17,24/03/23 12:27:05,4G,3,6400,-50,67,51,208,01,20166167,24674,20,800 MHz,-,-,-,-,322,-87,-20.0,10,816.0,857.0,Orange,|||||||||||||||||
17,24/03/23 12:27:05,4G,4,9310,-52,64,49,208,01,20166164,24674,28,700 MHz,-,-,-,-,349,-89,-20.0,10,768.0,713.0,Orange,||||||||||||||||
17,24/03/23 12:27:05,4G,7,3000,-57,57,44,208,01,19772943,24674,7,2600 MHz,-,-,-,-,391,-97,-20.0,20,2645.0,2525.0,Orange,|||||||||||||||
17,24/03/23 12:27:05,4G,13,6200,-69,42,32,208,20,136422919,30125,20,800 MHz,-,-,-,-,438,-106,-20.0,10,796.0,837.0,Bouygues,|||||||||||
17,24/03/23 12:27:05,4G,22,6300,-70,40,31,208,10,160028166,49922,20,800 MHz,-,-,-,-,8,-107,-20.0,10,806.0,847.0,SFR,||||||||||
17,24/03/23 12:27:05,4G,16,3000,-70,40,31,208,01,19772942,24674,7,2600 MHz,-,-,-,-,138,-103,-12.0,20,2645.0,2525.0,Orange,||||||||||
17,24/03/23 12:27:05,4G,5,9385,-67,44,34,208,20,136422931,30125,28,700 MHz,-,-,-,-,438,-101,-20.0,5,775.500,720.500,Bouygues,|||||||||||
17,24/03/23 12:27:05,4G,6,6300,-71,39,30,208,10,160024583,49922,20,800 MHz,-,-,-,-,436,-108,-20.0,10,806.0,847.0,SFR,||||||||||
17,24/03/23 12:27:05,4G,15,3175,-78,30,23,208,20,136410628,30127,7,2600 MHz,-,-,-,-,130,-117,-20.0,15,2662.500,2542.500,Bouygues,||||||||
17,24/03/23 12:27:05,4G,11,1850,-85,21,16,208,20,136425729,30125,3,1800 MHz,-,-,-,-,438,-125,-20.0,20,1870.0,1775.0,Bouygues,||||||
17,24/03/23 12:27:05,4G,19,78,-82,25,19,208,10,160028434,49922,1,2100 MHz,-,-,-,-,137,-121,-20.0,15,2117.800,1927.800,SFR,|||||||
17,24/03/23 12:27:05,4G,12,9235,-106,0,0,208,10,160024601,49922,28,700 MHz,-,-,-,-,436,-140,-20.0,5,760.500,705.500,SFR,
Survey:,Timestamp:,Network:,Index:,xRFCN:,dBm:,%:,RSSI:,MCC:,MNC:,CellID:,LAC/TAC:,Band Num:,Band:,BSIC:,SCR:,ECIO:,RSCP:,PCI:,RSRP:,RSRQ:,BW:,DL:,UL:,Net Name:,Signal:
18,24/03/23 12:28:23,4G,1,1300,-49,68,52,208,01,20025089,24672,3,1800 MHz,-,-,-,-,102,-78,-8.0,20,1815.0,1720.0,Orange,|||||||||||||||||
18,24/03/23 12:28:23,4G,3,6400,-54,61,47,208,01,20166167,24674,20,800 MHz,-,-,-,-,322,-91,-20.0,10,816.0,857.0,Orange,||||||||||||||||
18,24/03/23 12:28:23,4G,4,9310,-55,60,46,208,01,20166164,24674,28,700 MHz,-,-,-,-,349,-92,-20.0,10,768.0,713.0,Orange,|||||||||||||||
18,24/03/23 12:28:23,4G,7,3000,-56,59,45,208,01,19772943,24674,7,2600 MHz,-,-,-,-,391,-96,-20.0,20,2645.0,2525.0,Orange,|||||||||||||||
18,24/03/23 12:28:23,4G,13,6200,-72,38,29,208,20,136422919,30125,20,800 MHz,-,-,-,-,438,-109,-20.0,10,796.0,837.0,Bouygues,||||||||||
18,24/03/23 12:28:23,4G,5,9385,-73,36,28,208,20,136422931,30125,28,700 MHz,-,-,-,-,438,-107,-20.0,5,775.500,720.500,Bouygues,|||||||||
18,24/03/23 12:28:23,4G,23,6300,-74,35,27,208,10,160029190,49922,20,800 MHz,-,-,-,-,377,-110,-19.0,10,806.0,847.0,SFR,|||||||||
18,24/03/23 12:28:23,4G,15,3175,-97,5,4,208,20,136410628,30127,7,2600 MHz,-,-,-,-,130,-119,-3.0,15,2662.500,2542.500,Bouygues,||
18,24/03/23 12:28:23,4G,24,2825,-85,21,16,208,10,160028416,49922,7,2600 MHz,-,-,-,-,137,-124,-20.0,15,2627.500,2507.500,SFR,||||||
18,24/03/23 12:28:23,4G,9,9460,-82,25,19,208,15,103133767,3105,28,700 MHz,-,-,-,-,145,-119,-20.0,10,783.0,728.0,Free,|||||||
18,24/03/23 12:28:23,4G,19,78,-87,18,14,208,10,160028434,49922,1,2100 MHz,-,-,-,-,137,-125,-19.0,15,2117.800,1927.800,SFR,|||||
18,24/03/23 12:28:23,4G,12,9235,-106,0,0,208,10,160024601,49922,28,700 MHz,-,-,-,-,436,-140,-20.0,5,760.500,705.500,SFR,
Survey:,Timestamp:,Network:,Index:,xRFCN:,dBm:,%:,RSSI:,MCC:,MNC:,CellID:,LAC/TAC:,Band Num:,Band:,BSIC:,SCR:,ECIO:,RSCP:,PCI:,RSRP:,RSRQ:,BW:,DL:,UL:,Net Name:,Signal:
19,24/03/23 12:29:41,4G,2,524,-38,82,63,208,01,20025090,24672,1,2100 MHz,-,-,-,-,345,-77,-20.0,15,2162.400,1972.400,Orange,|||||||||||||||||||||
19,24/03/23 12:29:41,4G,1,1300,-47,71,54,208,01,20025089,24672,3,1800 MHz,-,-,-,-,102,-76,-8.0,20,1815.0,1720.0,Orange,||||||||||||||||||
19,24/03/23 12:29:41,4G,3,6400,-54,61,47,208,01,20166167,24674,20,800 MHz,-,-,-,-,322,-91,-20.0,10,816.0,857.0,Orange,||||||||||||||||
19,24/03/23 12:29:41,4G,4,9310,-54,61,47,208,01,20166164,24674,28,700 MHz,-,-,-,-,349,-91,-20.0,10,768.0,713.0,Orange,||||||||||||||||
19,24/03/23 12:29:41,4G,7,3000,-57,57,44,208,01,19772943,24674,7,2600 MHz,-,-,-,-,391,-97,-20.0,20,2645.0,2525.0,Orange,|||||||||||||||
19,24/03/23 12:29:41,4G,5,9385,-75,34,26,208,20,136422931,30125,28,700 MHz,-,-,-,-,438,-109,-20.0,5,775.500,720.500,Bouygues,|||||||||
19,24/03/23 12:29:41,4G,6,6300,-73,36,28,208,10,160024583,49922,20,800 MHz,-,-,-,-,436,-110,-20.0,10,806.0,847.0,SFR,|||||||||
19,24/03/23 12:29:41,4G,15,3175,-81,26,20,208,20,136410628,30127,7,2600 MHz,-,-,-,-,130,-120,-20.0,15,2662.500,2542.500,Bouygues,|||||||
19,24/03/23 12:29:41,4G,9,9460,-98,3,3,208,15,103133767,3105,28,700 MHz,-,-,-,-,145,-121,-6.0,10,783.0,728.0,Free,|
19,24/03/23 12:29:41,4G,19,78,-88,17,13,208,10,160028434,49922,1,2100 MHz,-,-,-,-,137,-126,-19.0,15,2117.800,1927.800,SFR,|||||
19,24/03/23 12:29:41,4G,24,2825,-109,0,0,208,10,160028416,49922,7,2600 MHz,-,-,-,-,137,-134,-6.0,15,2627.500,2507.500,SFR,
19,24/03/23 12:29:41,4G,12,9235,-106,0,0,208,10,160024601,49922,28,700 MHz,-,-,-,-,436,-140,-20.0,5,760.500,705.500,SFR,
19,24/03/23 12:29:41,4G,25,9235,-106,0,0,208,10,159933464,49922,28,700 MHz,-,-,-,-,164,-140,-20.0,5,760.500,705.500,SFR,
Survey:,Timestamp:,Network:,Index:,xRFCN:,dBm:,%:,RSSI:,MCC:,MNC:,CellID:,LAC/TAC:,Band Num:,Band:,BSIC:,SCR:,ECIO:,RSCP:,PCI:,RSRP:,RSRQ:,BW:,DL:,UL:,Net Name:,Signal:
20,24/03/23 12:30:59,4G,2,524,-38,82,63,208,01,20025090,24672,1,2100 MHz,-,-,-,-,345,-77,-20.0,15,2162.400,1972.400,Orange,|||||||||||||||||||||
20,24/03/23 12:30:59,4G,1,1300,-34,88,67,208,01,20025089,24672,3,1800 MHz,-,-,-,-,102,-74,-20.0,20,1815.0,1720.0,Orange,||||||||||||||||||||||
20,24/03/23 12:30:59,4G,3,6400,-50,67,51,208,01,20166167,24674,20,800 MHz,-,-,-,-,322,-87,-20.0,10,816.0,857.0,Orange,|||||||||||||||||
20,24/03/23 12:30:59,4G,4,9310,-56,59,45,208,01,20166164,24674,28,700 MHz,-,-,-,-,349,-93,-20.0,10,768.0,713.0,Orange,|||||||||||||||
20,24/03/23 12:30:59,4G,7,3000,-70,40,31,208,01,19772943,24674,7,2600 MHz,-,-,-,-,391,-100,-10.0,20,2645.0,2525.0,Orange,||||||||||
20,24/03/23 12:30:59,4G,13,6200,-67,44,34,208,20,136422919,30125,20,800 MHz,-,-,-,-,438,-104,-20.0,10,796.0,837.0,Bouygues,|||||||||||
20,24/03/23 12:30:59,4G,5,9385,-71,39,30,208,20,136422931,30125,28,700 MHz,-,-,-,-,438,-105,-20.0,5,775.500,720.500,Bouygues,||||||||||
20,24/03/23 12:30:59,4G,6,6300,-84,22,17,208,10,160024583,49922,20,800 MHz,-,-,-,-,436,-108,-7.0,10,806.0,847.0,SFR,||||||
20,24/03/23 12:30:59,4G,26,3000,-79,28,22,208,10,159933464,49922,7,2600 MHz,-,-,-,-,138,-101,-13.0,5,2645.0,2525.0,SFR,|||||||
20,24/03/23 12:30:59,4G,18,227,-82,25,19,208,20,136408854,30127,1,2100 MHz,-,-,-,-,130,-121,-20.0,15,2132.700,1942.700,Bouygues,|||||||
20,24/03/23 12:30:59,4G,9,9460,-84,22,17,208,15,103133767,3105,28,700 MHz,-,-,-,-,145,-121,-20.0,10,783.0,728.0,Free,||||||
20,24/03/23 12:30:59,4G,19,78,-95,7,6,208,10,160028434,49922,1,2100 MHz,-,-,-,-,137,-121,-7.0,15,2117.800,1927.800,SFR,||
Survey:,Timestamp:,Network:,Index:,xRFCN:,dBm:,%:,RSSI:,MCC:,MNC:,CellID:,LAC/TAC:,Band Num:,Band:,BSIC:,SCR:,ECIO:,RSCP:,PCI:,RSRP:,RSRQ:,BW:,DL:,UL:,Net Name:,Signal:
21,24/03/23 12:32:17,4G,1,1300,-36,85,65,208,01,20025089,24672,3,1800 MHz,-,-,-,-,102,-76,-20.0,20,1815.0,1720.0,Orange,||||||||||||||||||||||
21,24/03/23 12:32:17,4G,3,6400,-52,64,49,208,01,20166167,24674,20,800 MHz,-,-,-,-,322,-89,-20.0,10,816.0,857.0,Orange,||||||||||||||||
21,24/03/23 12:32:17,4G,4,9310,-54,61,47,208,01,20166164,24674,28,700 MHz,-,-,-,-,349,-91,-20.0,10,768.0,713.0,Orange,||||||||||||||||
21,24/03/23 12:32:17,4G,7,3000,-69,42,32,208,01,19772943,24674,7,2600 MHz,-,-,-,-,391,-100,-10.0,20,2645.0,2525.0,Orange,|||||||||||
21,24/03/23 12:32:17,4G,5,9385,-72,38,29,208,20,136422931,30125,28,700 MHz,-,-,-,-,438,-106,-20.0,5,775.500,720.500,Bouygues,||||||||||
21,24/03/23 12:32:17,4G,6,6300,-70,40,31,208,10,160024583,49922,20,800 MHz,-,-,-,-,436,-107,-20.0,10,806.0,847.0,SFR,||||||||||
21,24/03/23 12:32:17,4G,26,3000,-80,27,21,208,10,159933464,49922,7,2600 MHz,-,-,-,-,138,-103,-14.0,5,2645.0,2525.0,SFR,|||||||
21,24/03/23 12:32:17,4G,21,227,-81,26,20,208,20,136425750,30125,1,2100 MHz,-,-,-,-,438,-120,-20.0,15,2132.700,1942.700,Bouygues,|||||||
21,24/03/23 12:32:17,4G,15,3175,-81,26,20,208,20,136410628,30127,7,2600 MHz,-,-,-,-,130,-120,-20.0,15,2662.500,2542.500,Bouygues,|||||||
21,24/03/23 12:32:17,4G,9,9460,-83,23,18,208,15,103133767,3105,28,700 MHz,-,-,-,-,145,-120,-20.0,10,783.0,728.0,Free,||||||
21,24/03/23 12:32:17,4G,12,9235,-106,0,0,208,10,160024601,49922,28,700 MHz,-,-,-,-,436,-140,-20.0,5,760.500,705.500,SFR,
21,24/03/23 12:32:17,4G,14,9235,-106,0,0,208,10,160028440,49922,28,700 MHz,-,-,-,-,137,-140,-20.0,5,760.500,705.500,SFR,
Survey:,Timestamp:,Network:,Index:,xRFCN:,dBm:,%:,RSSI:,MCC:,MNC:,CellID:,LAC/TAC:,Band Num:,Band:,BSIC:,SCR:,ECIO:,RSCP:,PCI:,RSRP:,RSRQ:,BW:,DL:,UL:,Net Name:,Signal:
22,24/03/23 12:33:36,4G,2,524,-35,86,66,208,01,20025090,24672,1,2100 MHz,-,-,-,-,345,-74,-20.0,15,2162.400,1972.400,Orange,||||||||||||||||||||||
22,24/03/23 12:33:36,4G,1,1300,-49,68,52,208,01,20025089,24672,3,1800 MHz,-,-,-,-,102,-75,-6.0,20,1815.0,1720.0,Orange,|||||||||||||||||
22,24/03/23 12:33:36,4G,3,6400,-51,65,50,208,01,20166167,24674,20,800 MHz,-,-,-,-,322,-88,-20.0,10,816.0,857.0,Orange,|||||||||||||||||
22,24/03/23 12:33:36,4G,4,9310,-55,60,46,208,01,20166164,24674,28,700 MHz,-,-,-,-,349,-92,-20.0,10,768.0,713.0,Orange,|||||||||||||||
22,24/03/23 12:33:36,4G,7,3000,-58,56,43,208,01,19772943,24674,7,2600 MHz,-,-,-,-,391,-98,-20.0,20,2645.0,2525.0,Orange,||||||||||||||
22,24/03/23 12:33:36,4G,5,9385,-71,39,30,208,20,136422931,30125,28,700 MHz,-,-,-,-,438,-105,-20.0,5,775.500,720.500,Bouygues,||||||||||
22,24/03/23 12:33:36,4G,6,6300,-70,40,31,208,10,160024583,49922,20,800 MHz,-,-,-,-,436,-107,-20.0,10,806.0,847.0,SFR,||||||||||
22,24/03/23 12:33:36,4G,8,3175,-80,27,21,208,20,136422916,30125,7,2600 MHz,-,-,-,-,438,-119,-20.0,15,2662.500,2542.500,Bouygues,|||||||
22,24/03/23 12:33:36,4G,18,227,-82,25,19,208,20,136408854,30127,1,2100 MHz,-,-,-,-,130,-121,-20.0,15,2132.700,1942.700,Bouygues,|||||||
22,24/03/23 12:33:36,4G,11,1850,-89,15,12,208,20,136425729,30125,3,1800 MHz,-,-,-,-,438,-129,-20.0,20,1870.0,1775.0,Bouygues,||||
22,24/03/23 12:33:36,4G,12,9235,-106,0,0,208,10,160024601,49922,28,700 MHz,-,-,-,-,436,-140,-20.0,5,760.500,705.500,SFR,
Survey:,Timestamp:,Network:,Index:,xRFCN:,dBm:,%:,RSSI:,MCC:,MNC:,CellID:,LAC/TAC:,Band Num:,Band:,BSIC:,SCR:,ECIO:,RSCP:,PCI:,RSRP:,RSRQ:,BW:,DL:,UL:,Net Name:,Signal:
23,24/03/23 12:34:54,4G,2,524,-34,88,67,208,01,20025090,24672,1,2100 MHz,-,-,-,-,345,-73,-20.0,15,2162.400,1972.400,Orange,||||||||||||||||||||||
23,24/03/23 12:34:54,4G,1,1300,-33,89,68,208,01,20025089,24672,3,1800 MHz,-,-,-,-,102,-73,-20.0,20,1815.0,1720.0,Orange,|||||||||||||||||||||||
23,24/03/23 12:34:54,4G,3,6400,-52,64,49,208,01,20166167,24674,20,800 MHz,-,-,-,-,322,-89,-20.0,10,816.0,857.0,Orange,||||||||||||||||
23,24/03/23 12:34:54,4G,4,9310,-60,53,41,208,01,20166164,24674,28,700 MHz,-,-,-,-,349,-97,-20.0,10,768.0,713.0,Orange,||||||||||||||
23,24/03/23 12:34:54,4G,7,3000,-61,52,40,208,01,19772943,24674,7,2600 MHz,-,-,-,-,391,-101,-20.0,20,2645.0,2525.0,Orange,|||||||||||||
23,24/03/23 12:34:54,4G,16,3000,-68,43,33,208,01,19772942,24674,7,2600 MHz,-,-,-,-,138,-103,-15.0,20,2645.0,2525.0,Orange,|||||||||||
23,24/03/23 12:34:54,4G,5,9385,-72,38,29,208,20,136422931,30125,28,700 MHz,-,-,-,-,438,-106,-20.0,5,775.500,720.500,Bouygues,||||||||||
23,24/03/23 12:34:54,4G,6,6300,-73,36,28,208,10,160024583,49922,20,800 MHz,-,-,-,-,436,-110,-20.0,10,806.0,847.0,SFR,|||||||||
23,24/03/23 12:34:54,4G,21,227,-81,26,20,208,20,136425750,30125,1,2100 MHz,-,-,-,-,438,-120,-20.0,15,2132.700,1942.700,Bouygues,|||||||
23,24/03/23 12:34:54,4G,15,3175,-96,6,5,208,20,136410628,30127,7,2600 MHz,-,-,-,-,130,-118,-3.0,15,2662.500,2542.500,Bouygues,||
23,24/03/23 12:34:54,4G,10,1501,-88,17,13,208,10,160024580,49922,3,1800 MHz,-,-,-,-,436,-128,-20.0,20,1835.100,1740.100,SFR,|||||
23,24/03/23 12:34:54,4G,9,9460,-82,25,19,208,15,103133767,3105,28,700 MHz,-,-,-,-,145,-119,-20.0,10,783.0,728.0,Free,|||||||
Survey:,Timestamp:,Network:,Index:,xRFCN:,dBm:,%:,RSSI:,MCC:,MNC:,CellID:,LAC/TAC:,Band Num:,Band:,BSIC:,SCR:,ECIO:,RSCP:,PCI:,RSRP:,RSRQ:,BW:,DL:,UL:,Net Name:,Signal:
24,24/03/23 12:36:13,4G,1,1300,-49,68,52,208,01,20025089,24672,3,1800 MHz,-,-,-,-,102,-75,-6.0,20,1815.0,1720.0,Orange,|||||||||||||||||
24,24/03/23 12:36:13,4G,3,6400,-52,64,49,208,01,20166167,24674,20,800 MHz,-,-,-,-,322,-89,-20.0,10,816.0,857.0,Orange,||||||||||||||||
24,24/03/23 12:36:13,4G,4,9310,-56,59,45,208,01,20166164,24674,28,700 MHz,-,-,-,-,349,-93,-20.0,10,768.0,713.0,Orange,|||||||||||||||
24,24/03/23 12:36:13,4G,7,3000,-59,55,42,208,01,19772943,24674,7,2600 MHz,-,-,-,-,391,-99,-20.0,20,2645.0,2525.0,Orange,||||||||||||||
24,24/03/23 12:36:13,4G,5,9385,-73,36,28,208,20,136422931,30125,28,700 MHz,-,-,-,-,438,-107,-20.0,5,775.500,720.500,Bouygues,|||||||||
24,24/03/23 12:36:13,4G,17,6200,-73,36,28,208,20,136352518,30125,20,800 MHz,-,-,-,-,264,-110,-20.0,10,796.0,837.0,Bouygues,|||||||||
24,24/03/23 12:36:13,4G,6,6300,-72,38,29,208,10,160024583,49922,20,800 MHz,-,-,-,-,436,-109,-20.0,10,806.0,847.0,SFR,||||||||||
24,24/03/23 12:36:13,4G,21,227,-82,25,19,208,20,136425750,30125,1,2100 MHz,-,-,-,-,438,-121,-20.0,15,2132.700,1942.700,Bouygues,|||||||
24,24/03/23 12:36:13,4G,15,3175,-92,11,9,208,20,136410628,30127,7,2600 MHz,-,-,-,-,130,-118,-7.0,15,2662.500,2542.500,Bouygues,|||
24,24/03/23 12:36:13,4G,9,9460,-89,15,12,208,15,103133767,3105,28,700 MHz,-,-,-,-,145,-126,-20.0,10,783.0,728.0,Free,||||
